undirected weighted
3218 5377 5938
3219 4314 15266
3219 9600 13778
3219 8368 4966
3219 4101 7421
3220 3345 7647
3220 1101 10477
3220 6596 11097
3220 8040 6479
3221 7378 4772
3221 3491 6300
3221 8827 5532
3221 1881 14208
3222 8665 21202
3222 8310 3571
3222 6347 23330
3222 8646 10396
3223 3813 8559
3223 6110 6228
3223 8525 8085
3223 3396 712
3224 6553 8758
3224 313 4119
3224 9286 13478
3224 617 23891
3225 3568 13671
3225 6783 8291
3225 1359 14636
3225 6226 9333
3226 1347 2382
3226 1973 2649
3226 7283 13679
3226 720 9913
3227 3866 11352
3227 7361 4409
3227 3130 2281
3227 1727 9040
3228 6332 3936
3228 7854 8179
3228 4472 9577
3228 252 8502
3229 874 16080
3229 4395 5023
3229 6227 16668
3229 3914 5604
3230 4638 19377
3230 6982 9854
3230 7541 7426
3230 2777 2451
3231 3218 9395
3231 7027 10921
3231 7573 2918
3231 3491 9148
3232 7092 5366
3232 921 10876
3232 6178 2887
3232 779 9120
3233 3044 8772
3233 9363 11706
3233 5369 10486
3233 9495 8368
3234 9514 12930
3234 4842 17141
3234 7082 14829
3234 2027 9374
3235 3060 17158
3235 8606 19057
3235 5095 13106
3235 1437 12482
3236 6417 13925
3236 1012 13507
3236 1989 3679
3236 8188 7181
3237 7916 5363
3237 161 11365
3237 2701 5718
3237 2003 8942
3238 741 15884
3238 1590 5052
3238 156 5371
3238 6290 9820
3239 5034 16568
3239 9687 5387
3239 915 6573
3239 3548 14428
3240 234 16989
3240 6910 20202
3240 360 16535
3240 4639 12831
3241 6930 4131
3241 7086 8071
3241 5987 5528
3241 56 8236
3242 9752 24622
3242 5355 12703
3242 3690 12260
3242 1097 5979
3243 5131 5828
3243 9248 16684
3243 4246 6634
3243 9115 14885
3244 7137 7456
3244 3917 5277
3244 952 3827
3244 9388 15055
3245 6288 17874
3245 4545 18396
3245 8228 20431
3245 7454 18479
3246 1722 4369
3246 2567 25644
3246 8691 4556
3246 7081 17807
3247 1029 10598
3247 5432 12999
3247 3151 7819
3247 7422 17700
3248 1900 6270
3248 5996 15443
3248 9462 12439
3248 8150 19760
3249 3180 20685
3249 5400 14999
3249 7027 7180
3249 1848 13040
3250 5244 11321
3250 4341 17798
3250 2182 16215
3250 5236 3116
3251 633 7986
3251 44 18935
3251 2076 17392
3251 6874 11117
3252 6991 9571
3252 153 10092
3252 123 4753
3252 2477 17881
3253 8604 12028
3253 4884 17496
3253 528 7249
3253 6630 8639
3254 3037 695
3254 7521 7632
3254 9597 12565
3254 9724 6472
3255 7933 7778
3255 4940 11452
3255 7253 1866
3255 3515 4711
3256 3651 10515
3256 8783 19412
3256 2786 7727
3256 4188 11248
3257 4548 23042
3257 308 2537
3257 8001 6695
3257 2506 15985
3258 6529 6900
3258 8958 9647
3258 8266 2294
3258 5365 8142
3259 7187 687
3259 2143 17773
3259 361 5177
3259 4735 7657
3260 6785 4042
3260 6603 15354
3260 3268 14699
3260 9166 16874
3261 8058 10155
3261 5782 5702
3261 1599 4475
3261 1892 9071
3262 8626 9822
3262 513 13489
3262 8428 11171
3262 5718 12997
3263 2387 1599
3263 7775 10440
3263 2524 7118
3263 6083 1290
3264 8008 4768
3264 8280 6989
3264 8294 10625
3264 4457 4444
3265 1614 13880
3265 1955 9833
3265 3737 14064
3265 6999 13128
3266 406 13300
3266 8066 14158
3266 2501 18392
3266 2831 10607
3267 4140 734
3267 9096 15999
3267 9843 12118
3267 6058 13270
3268 4515 9005
3268 1967 15097
3268 2396 7337
3268 1062 13591
3269 6668 9904
3269 7046 9100
3269 2545 14380
3269 5113 13652
3270 4931 6550
3270 2343 13704
3270 6042 8227
3270 3035 12360
3271 3000 15711
3271 5378 9554
3271 891 15368
3271 7592 2207
3272 2910 4298
3272 3170 15651
3272 8719 8972
3272 8429 17055
3273 2036 19556
3273 380 15237
3273 6401 18527
3273 3516 3538
3274 6903 15380
3274 1890 20337
3274 5338 9626
3274 6096 6109
3275 4668 12912
3275 2247 6888
3275 1799 4880
3275 1860 7627
3276 4993 3356
3276 8600 7814
3276 7289 14857
3276 4517 7622
3277 4752 11157
3277 508 4606
3277 8994 19140
3277 7456 12432
3278 8558 14530
3278 4221 10876
3278 6785 19545
3278 7092 15588
3279 8152 8981
3279 1809 5836
3279 1570 11923
3279 9648 5303
3280 5720 8284
3280 662 10713
3280 9544 6196
3280 8554 6949
3281 1572 14569
3281 3573 1249
3281 9602 21394
3281 4169 18203
3282 2211 2416
3282 5890 11493
3282 6823 12240
3282 5715 8732
3283 7613 16584
3283 1076 13575
3283 5708 12730
3283 1659 1828
3284 7158 9524
3284 8228 15732
3284 6824 17704
3284 4402 16571
3285 2693 3961
3285 9577 9421
3285 109 9768
3285 6512 15981
3286 2958 9278
3286 5527 7102
3286 9700 11658
3286 2568 6016
3287 5089 19058
3287 4563 3077
3287 9528 17177
3287 8942 11282
3288 381 4629
3288 1811 11998
3288 587 16487
3288 5638 1312
3289 6522 12551
3289 3443 5122
3289 6218 11757
3289 3622 4683
3290 1918 9043
3290 3057 11573
3290 5190 5085
3290 2129 1591
3291 4689 12156
3291 6861 6802
3291 3367 3711
3291 2818 15417
3292 6352 8619
3292 3362 11716
3292 2377 18685
3292 4406 9291
3293 2713 12111
3293 9007 1693
3293 2083 3645
3293 7263 12251
3294 1713 2652
3294 7624 17261
3294 8695 10264
3294 6646 881
3295 5687 10095
3295 1192 3934
3295 2531 5173
3295 770 11207
3296 2264 3258
3296 6427 6277
3296 3210 4399
3296 6795 13364
3297 3622 3316
3297 2477 9669
3297 2838 5539
3297 5103 12808
3298 5518 1199
3298 9518 17650
3298 4847 9064
3298 1407 6151
3299 9442 9694
3299 5513 12769
3299 4886 10296
3299 2843 7490
3300 5957 15263
3300 8625 15716
3300 6893 7131
3300 7726 12699
3301 735 13581
3301 5401 2748
3301 8668 3874
3301 1016 13805
3302 5185 10254
3302 7681 12215
3302 3275 20295
3302 6617 5923
3303 1717 12339
3303 9551 9355
3303 9190 15093
3303 6451 16404
3304 4282 11295
3304 4572 3277
3304 6040 6514
3304 1184 7339
3305 4529 4919
3305 4645 10541
3305 7062 6567
3305 2372 11239
3306 8953 12366
3306 1998 9998
3306 4381 14518
3306 5113 7394
3307 8774 3572
3307 4927 8635
3307 4935 6867
3307 4686 7504
3308 8392 2946
3308 3594 10609
3308 6889 8313
3308 2559 10740
3309 7340 15618
3309 7254 5982
3309 2081 17304
3309 4268 17491
3310 8169 19501
3310 3781 6270
3310 9614 9782
3310 1715 12014
3311 295 14236
3311 9905 12670
3311 3763 12658
3311 7355 12140
3312 5243 15637
3312 585 11369
3312 9751 11089
3312 9512 14817
3313 5685 20100
3313 4948 2627
3313 5766 13074
3313 3606 9407
3314 2240 5075
3314 5108 843
3314 4502 9798
3314 4484 6290
3315 2450 19739
3315 2048 15388
3315 3144 4915
3315 6748 3672
3316 9233 1908
3316 2590 12407
3316 511 14049
3316 3953 7025
3317 841 9017
3317 1007 18377
3317 2899 9748
3317 4157 11237
3318 9175 15163
3318 2793 7550
3318 5334 12305
3318 5368 4544
3319 6990 7661
3319 1453 8358
3319 845 4409
3319 1772 7372
3320 4290 14664
3320 2859 12393
3320 6225 13629
3320 9119 6363
3321 9639 10279
3321 2537 14048
3321 43 17340
3321 3617 7052
3322 2098 17777
3322 5994 14205
3322 4996 4292
3322 880 2932
3323 4813 6752
3323 6793 7063
3323 1120 2932
3323 7780 14079
3324 3557 7002
3324 7915 14032
3324 4022 12364
3324 7305 7207
3325 8856 7788
3325 6725 5815
3325 8217 17047
3325 9448 8807
3326 2916 2086
3326 7982 3126
3326 6277 2266
3326 4157 14169
3327 8677 9636
3327 9578 9500
3327 3053 8642
3327 9635 10794
3328 3788 13368
3328 4690 12619
3328 5705 964
3328 6091 14111
3329 3342 17520
3329 7172 15280
3329 5982 1859
3329 9796 16668
3330 1718 16290
3330 206 7574
3330 9479 3923
3330 3364 14699
3331 7247 3932
3331 3261 575
3331 6951 12750
3331 7121 9067
3332 5332 18329
3332 8631 5700
3332 2228 8140
3332 2565 14885
3333 6716 3456
3333 7744 8123
3333 9254 14045
3333 6824 7295
3334 3995 8947
3334 1273 8615
3334 9712 11826
3334 3729 6442
3335 6174 5092
3335 7723 9232
3335 5777 10440
3335 2601 4977
3336 299 6644
3336 376 12095
3336 7628 5345
3336 2579 5095
3337 9795 22123
3337 8645 18707
3337 1069 19586
3337 347 18531
3338 8638 16821
3338 6077 13485
3338 1201 2541
3338 702 18334
3339 1132 8238
3339 8146 12645
3339 4284 4577
3339 8761 9896
3340 3113 22236
3340 9141 9913
3340 7762 4767
3340 2846 14478
3341 3569 18971
3341 1648 13999
3341 615 4603
3341 2630 20399
3342 334 3561
3342 7676 10092
3342 2306 9331
3342 6782 15939
3343 4425 20227
3343 7474 3042
3343 3335 18032
3343 148 12138
3344 1206 6096
3344 8797 11064
3344 1226 16069
3344 8013 13846
3345 8166 12431
3345 7866 12017
3345 4336 12439
3345 9427 4193
3346 6177 16768
3346 3114 22198
3346 5414 6447
3346 677 10159
3347 4553 4233
3347 5668 3697
3347 8704 5411
3347 2652 6240
3348 7201 11839
3348 7387 4039
3348 1069 18330
3348 1271 391
3349 6810 5650
3349 8058 18652
3349 5557 11030
3349 4805 8395
3350 3017 957
3350 3879 12645
3350 7968 14226
3350 3794 22881
3351 6010 6525
3351 4973 23825
3351 2777 6737
3351 6941 19520
3352 812 6667
3352 7773 8942
3352 3058 12646
3352 7258 15863
3353 1853 13895
3353 5010 10654
3353 2851 7082
3353 73 3390
3354 6476 1691
3354 3464 13766
3354 1477 5192
3354 7246 1115
3355 8903 10400
3355 6584 16053
3355 66 3241
3355 9646 16523
3356 8488 16206
3356 4354 8285
3356 363 16718
3356 5188 3293
3357 2876 14114
3357 8380 12624
3357 2692 16453
3357 3108 18095
3358 2861 8368
3358 1049 13231
3358 4976 15262
3358 2765 17415
3359 6433 15310
3359 5938 16101
3359 1308 9926
3359 3457 11147
3360 3635 13590
3360 8447 16178
3360 9516 7969
3360 9089 5171
3361 8277 9708
3361 3690 4653
3361 7652 13158
3361 9591 17125
3362 4001 12812
3362 4468 13302
3362 754 12995
3362 1244 15701
3363 4029 10914
3363 1360 15123
3363 5346 6195
3363 4190 15833
3364 599 11253
3364 1246 17280
3364 5954 10800
3364 8081 12920
3365 582 5750
3365 7546 8721
3365 5498 13843
3365 7301 3854
3366 2076 12300
3366 1625 12058
3366 4409 15674
3366 886 6614
3367 8126 16881
3367 1055 20185
3367 3570 11999
3367 4681 10707
3368 9683 19854
3368 7001 17956
3368 9965 15741
3368 1729 18492
3369 3169 16522
3369 8197 12183
3369 7809 14786
3369 7668 3975
3370 7521 6899
3370 2192 21703
3370 9613 4083
3370 669 2230
3371 1345 11463
3371 5953 24171
3371 291 10883
3371 1355 5379
3372 7001 9880
3372 7307 6966
3372 1914 17943
3372 5515 9782
3373 5749 14713
3373 4645 5614
3373 5874 9681
3373 5092 20731
3374 4809 6299
3374 5906 10963
3374 8724 11334
3374 704 6344
3375 908 16648
3375 6419 11152
3375 4441 8080
3375 5489 12576
3376 1668 21182
3376 4476 14817
3376 2707 10805
3376 5907 10057
3377 7347 20203
3377 686 10915
3377 5993 21787
3377 3383 19498
3378 3360 14090
3378 706 16089
3378 409 8674
3378 1633 6543
3379 3489 13158
3379 3567 2172
3379 6307 10690
3379 1292 8107
3380 2670 11377
3380 1675 6761
3380 4632 12307
3380 3628 7716
3381 8176 4306
3381 7372 11896
3381 5885 8339
3381 1706 18092
3382 3663 4245
3382 2487 10051
3382 9914 8722
3382 5864 3197
3383 2827 13914
3383 8838 9566
3383 4283 2593
3383 7745 7162
3384 5418 10565
3384 867 11808
3384 5391 557
3384 538 13446
3385 88 3425
3385 1061 15496
3385 9691 9042
3385 6160 8787
3386 2179 2399
3386 8868 14539
3386 9124 13552
3386 6362 11634
3387 3815 17742
3387 4499 12635
3387 1467 6176
3387 6862 9856
3388 6413 4297
3388 6396 10050
3388 4316 7487
3388 1895 14351
3389 7886 11930
3389 7674 5131
3389 4644 11272
3389 9809 13330
3390 7483 9642
3390 9052 7675
3390 9376 17677
3390 8354 9607
3391 8079 12524
3391 6609 19599
3391 5730 19086
3391 5909 8665
3392 2700 15443
3392 3681 7022
3392 6753 11506
3392 3177 12339
3393 9749 16832
3393 7679 7077
3393 422 14762
3393 6460 12778
3394 4272 4722
3394 8830 2886
3394 5046 11262
3394 5561 3380
3395 2259 22235
3395 3443 13276
3395 6833 8583
3395 5965 11441
3396 5938 14403
3396 2601 7229
3396 4219 10774
3396 9757 7192
3397 9221 18017
3397 5137 16129
3397 3204 6168
3397 5159 15951
3398 852 4834
3398 3301 6547
3398 1412 1562
3398 4647 10197
3399 4792 20652
3399 3575 9846
3399 2767 11181
3399 7765 18578
3400 1405 16013
3400 6625 3712
3400 6974 11806
3400 4601 15760
3401 9667 5157
3401 6936 15587
3401 1770 11774
3401 7414 11679
3402 828 11174
3402 5921 19299
3402 1429 11276
3402 6311 4295
3403 7124 10311
3403 560 1429
3403 8007 9061
3403 5281 11723
3404 8475 16921
3404 8439 17103
3404 680 9128
3404 9175 15263
3405 4750 9196
3405 1447 8525
3405 1388 17933
3405 5882 14971
3406 6149 7994
3406 6333 3392
3406 4601 7590
3406 4534 6365
3407 1620 14394
3407 1178 12660
3407 5483 23475
3407 1499 13473
3408 3412 12718
3408 8514 13520
3408 696 1607
3408 1548 5268
3409 8933 7364
3409 6280 5557
3409 7383 5171
3409 7029 4587
3410 4396 10891
3410 585 13478
3410 8389 4097
3410 4731 4961
3411 7095 10853
3411 8223 12702
3411 6927 4883
3411 380 9198
3412 7511 4991
3412 4205 6954
3412 4297 6037
3412 3744 2428
3413 2621 19957
3413 6673 5479
3413 5582 16615
3413 6393 13732
3414 3398 3314
3414 3191 7662
3414 3235 13951
3414 4789 12620
3415 5079 8727
3415 7395 9554
3415 3636 10814
3415 719 7942
3416 480 12479
3416 4042 14080
3416 549 5017
3416 7141 22864
3417 2757 15735
3417 3039 6974
3417 4832 5428
3417 5378 7544
3418 7266 1084
3418 3154 7305
3418 4554 9690
3418 990 6251
3419 3652 907
3419 7277 8363
3419 2561 5041
3419 682 7301
3420 1796 4990
3420 3331 8596
3420 9815 8221
3420 3813 14307
3421 9236 13302
3421 2006 9160
3421 4216 2820
3421 7388 11134
3422 4861 11343
3422 4982 10998
3422 8127 12593
3422 9106 3778
3423 3127 7909
3423 7170 2100
3423 5019 9794
3423 3490 9546
3424 2010 15018
3424 4425 11786
3424 5036 6640
3424 6653 4667
3425 5570 17888
3425 4084 16964
3425 9013 1601
3425 6264 6713
3426 7762 11526
3426 339 14433
3426 6629 17083
3426 2453 2956
3427 3249 8025
3427 2836 11345
3427 3796 15730
3427 2134 18945
3428 3926 11092
3428 7093 5534
3428 2850 8547
3428 7540 10293
3429 9191 13417
3429 933 6290
3429 9465 14969
3429 45 14803
3430 5075 17645
3430 1354 5164
3430 5117 7593
3430 5726 8493
3431 7761 13719
3431 492 16640
3431 7063 20075
3431 5271 17289
3432 2455 5419
3432 4988 6677
3432 3429 6455
3432 9243 7005
3433 5197 8027
3433 5822 7687
3433 9911 17102
3433 7466 9827
3434 3322 10039
3434 1820 12496
3434 689 9211
3434 9346 11761
3435 1253 3209
3435 2111 9816
3435 6734 5537
3435 5928 4656
3436 3856 10130
3436 2916 18123
3436 3061 17425
3436 3454 15974
3437 8135 7662
3437 1524 8043
3437 831 6396
3437 1722 15697
3438 2865 3573
3438 2963 10475
3438 434 17158
3438 6353 1870
3439 3002 3710
3439 4760 10033
3439 7164 11294
3439 5766 11582
3440 9213 12143
3440 4670 5681
3440 5217 8819
3440 814 4719
3441 5592 10609
3441 4882 10949
3441 9164 7175
3441 323 9757
3442 9110 12643
3442 1656 6435
3442 2954 15129
3442 9469 2646
3443 8573 11111
3443 8214 6299
3443 8242 11561
3443 5495 10606
3444 7828 11761
3444 4383 7687
3444 3446 12048
3444 7922 14358
3445 364 4574
3445 5459 7965
3445 3354 11028
3445 5107 9657
3446 9257 15078
3446 1912 12715
3446 9134 17830
3446 8409 6722
3447 3100 10838
3447 5971 12374
3447 8381 11301
3447 6840 9069
3448 5033 14888
3448 8335 11800
3448 3960 6822
3448 5827 10260
3449 2218 16093
3449 2947 1040
3449 113 3901
3449 7388 6668
3450 2682 12266
3450 8444 1986
3450 5365 11738
3450 2698 4929
3451 8070 3773
3451 9339 12973
3451 8235 11756
3451 3088 14185
3452 8160 10662
3452 8305 6671
3452 6010 2648
3452 5103 8235
3453 1937 10938
3453 7627 16458
3453 9543 9772
3453 8846 12566
3454 7954 4980
3454 6800 7143
3454 1612 16582
3454 502 15108
3455 8316 12393
3455 693 14826
3455 1916 11130
3455 3764 18839
3456 340 8962
3456 1184 8512
3456 5882 11404
3456 3143 3694
3457 5803 7865
3457 720 12033
3457 5671 14425
3457 3244 7327
3458 7936 21528
3458 3792 20382
3458 547 11163
3458 4167 10725
3459 6872 17025
3459 6830 19703
3459 4781 2348
3459 3034 5454
3460 2253 12029
3460 5775 8916
3460 3046 12759
3460 4373 6908
3461 9030 15984
3461 9391 9840
3461 8778 6663
3461 5300 14741
3462 9299 15632
3462 9029 5294
3462 6944 11318
3462 1304 13011
3463 7990 14913
3463 6685 15768
3463 7576 10023
3463 900 9696
3464 6100 15478
3464 8373 3358
3464 5296 19926
3464 9837 8725
3465 7595 4047
3465 9496 11044
3465 9734 10483
3465 4059 15870
3466 9475 745
3466 82 2391
3466 760 7510
3466 3531 13980
3467 8358 10193
3467 7153 5013
3467 6708 416
3467 9046 7802
3468 4464 16896
3468 2491 15513
3468 1646 3676
3468 3770 9413
3469 7136 9245
3469 5567 11524
3469 5477 11366
3469 3750 4606
3470 13 2358
3470 3930 14797
3470 7205 8326
3470 1276 10660
3471 9084 2564
3471 1791 1620
3471 4515 15562
3471 9528 4540
3472 6919 15269
3472 5823 17152
3472 6179 12006
3472 4664 8108
3473 2082 11757
3473 8395 9187
3473 3831 18100
3473 1668 4017
3474 2549 8959
3474 8693 19594
3474 9272 5626
3474 8972 10804
3475 1005 14012
3475 7757 8606
3475 3343 7938
3475 6912 12158
3476 3398 11740
3476 9047 17454
3476 2921 4521
3476 3990 2799
3477 9042 18022
3477 5809 2427
3477 8487 9541
3477 8245 11626
3478 8150 17701
3478 7940 15931
3478 1520 10912
3478 1846 13464
3479 6300 6262
3479 7798 19369
3479 1816 3570
3479 3742 17812
3480 3139 17009
3480 6421 4552
3480 1854 12633
3480 2955 1593
3481 4669 5851
3481 6804 16590
3481 751 10788
3481 8490 15736
3482 8638 3923
3482 4325 3570
3482 1984 9546
3482 9391 9584
3483 5301 5222
3483 9211 3680
3483 2727 17645
3483 2036 8864
3484 8516 7640
3484 6786 6598
3484 4730 9407
3484 7612 4122
3485 2031 12695
3485 4630 12986
3485 7374 12924
3485 11 4844
3486 8785 5039
3486 4241 1742
3486 3799 6137
3486 6218 12545
3487 8552 6372
3487 4064 6318
3487 1919 9389
3487 7811 8129
3488 3380 10631
3488 5168 9277
3488 2607 5476
3488 9639 4557
3489 5445 12296
3489 7104 15116
3489 71 9093
3489 6929 6989
3490 8720 17555
3490 6379 16165
3490 6308 9149
3490 8419 5808
3491 3748 2345
3491 8668 13824
3491 9123 10983
3491 9164 11324
3492 8141 3518
3492 8885 10244
3492 8935 5057
3492 1436 13230
3493 2583 12716
3493 6378 5961
3493 867 9722
3493 7394 7374
3494 430 11854
3494 3888 7756
3494 605 8223
3494 8847 4157
3495 4278 5322
3495 4238 12750
3495 7529 5639
3495 5540 11033
3496 3244 11223
3496 3105 6577
3496 1857 18325
3496 2875 9868
3497 277 14732
3497 9834 23440
3497 4871 12131
3497 4833 19146
3498 4668 12782
3498 7950 13908
3498 1222 9454
3498 5372 9729
3499 9117 12148
3499 3148 10435
3499 38 1429
3499 3003 11994
3500 5980 5378
3500 7012 12596
3500 3202 11785
3500 1424 10063
3501 7298 15547
3501 686 14901
3501 3940 11699
3501 60 6609
3502 8048 21347
3502 6267 15367
3502 9840 18671
3502 3676 2504
3503 9815 10466
3503 3238 16389
3503 3084 5125
3503 9355 12439
3504 4298 3909
3504 2518 669
3504 1018 14275
3504 9817 10000
3505 6711 17665
3505 9130 19656
3505 1653 21097
3505 4809 16434
3506 9353 12004
3506 8909 10528
3506 778 3787
3506 950 14597
3507 5812 17421
3507 6242 14161
3507 794 16537
3507 812 17049
3508 8404 15405
3508 3376 6923
3508 9002 8664
3508 1479 6668
3509 9876 6969
3509 425 9892
3509 8056 1153
3509 8105 16993
3510 8479 11742
3510 3798 6237
3510 2789 9344
3510 4732 1566
3511 6934 1014
3511 4697 8708
3511 4419 7941
3511 8324 11383
3512 4439 10736
3512 5068 9773
3512 242 9192
3512 1388 10516
3513 8675 2869
3513 4785 13584
3513 6631 3655
3513 5952 6791
3514 4678 9277
3514 6167 9101
3514 6080 11459
3514 6269 14560
3515 821 4549
3515 7781 7618
3515 7747 8134
3515 7249 6074
3516 4104 11486
3516 3912 11298
3516 986 7506
3516 6250 9178
3517 2052 10271
3517 6319 709
3517 8454 9428
3517 4762 12440
3518 1836 14061
3518 3470 5129
3518 6272 12467
3518 2234 4862
3519 172 8746
3519 1754 10847
3519 3139 16023
3519 6495 4967
3520 5415 1042
3520 8586 12561
3520 8411 14978
3520 1474 4466
3521 8438 8149
3521 912 18884
3521 872 1970
3521 4967 17345
3522 3702 13875
3522 7228 16892
3522 105 4823
3522 5650 10221
3523 6797 9105
3523 876 6044
3523 6214 5594
3523 8077 6913
3524 565 9202
3524 3300 14510
3524 9876 3209
3524 9654 2440
3525 9512 17564
3525 8940 16084
3525 8575 5730
3525 3678 15761
3526 4293 8138
3526 8970 24489
3526 6855 20923
3526 3681 13098
3527 733 16897
3527 4797 9801
3527 3976 4993
3527 3781 16828
3528 4945 13520
3528 4093 7357
3528 4408 17671
3528 7953 19604
3529 3710 10137
3529 7335 11669
3529 8880 17487
3529 6363 13398
3530 1796 11155
3530 5169 11562
3530 9494 7126
3530 3595 5741
3531 7624 21134
3531 6889 2104
3531 5340 12804
3531 1702 5105
3532 9078 17523
3532 8298 14666
3532 2106 3921
3532 3455 4604
3533 8015 1670
3533 1914 13618
3533 4511 17629
3533 4621 15066
3534 3761 12781
3534 4412 10351
3534 641 10435
3534 703 8500
3535 8790 12129
3535 2745 18412
3535 351 11339
3535 1102 17814
3536 1560 17724
3536 9638 18638
3536 8509 15227
3536 3316 17867
3537 8615 8595
3537 4629 5839
3537 5538 13725
3537 752 8131
3538 132 9155
3538 9013 20039
3538 7160 9208
3538 8152 6025
3539 8422 10531
3539 2471 15465
3539 2271 16823
3539 6252 10084
3540 5595 14203
3540 2187 7839
3540 8284 14946
3540 4807 10079
3541 3599 8422
3541 5810 3855
3541 5677 13776
3541 4226 18266
3542 8170 17584
3542 6665 7348
3542 9423 4539
3542 7843 17610
3543 1057 7161
3543 5117 7329
3543 9097 10339
3543 7818 5813
3544 6404 12773
3544 7889 13638
3544 3518 7832
3544 3092 6498
3545 8081 13832
3545 1086 4724
3545 6046 20901
3545 1368 16949
3546 1613 11228
3546 5924 3310
3546 3181 9031
3546 2262 17014
3547 9043 9546
3547 126 8089
3547 9968 5856
3547 146 8194
3548 884 11772
3548 6910 10209
3548 1982 1515
3548 1178 5107
3549 7585 7452
3549 688 10771
3549 4414 5048
3549 4112 8482
3550 1495 6098
3550 3729 5372
3550 7985 14291
3550 8271 5538
3551 245 7244
3551 8166 3946
3551 3396 11295
3551 9614 11109
3552 1314 12957
3552 3151 1464
3552 1708 12748
3552 8912 6452
3553 7654 7037
3553 7024 6040
3553 1197 6555
3553 2562 7399
3554 1376 14676
3554 3296 9779
3554 4198 5077
3554 1264 15656
3555 7735 654
3555 4999 7916
3555 3014 4620
